num_rooms,num_people,housearea,is_ac,is_tv,is_flat,ave_monthly_income,num_children,is_urban,amount_paid
3.0,3.0,742.57,1,1,1,9675.93,2,0,560.4814469
1.0,5.0,952.99,0,1,0,35064.79,1,1,633.2836786
3.0,1.0,761.44,1,1,1,22292.44,0,0,511.8791568
0.0,5.0,861.32,1,1,0,12139.08,0,0,332.9920353
1.0,8.0,731.61,0,1,0,17230.1,2,1,658.285625
0.0,5.0,837.24,0,1,1,24661.81,2,1,793.2423456
4.0,5.0,679.04,0,1,0,28184.43,1,1,570.3828451
3.0,4.0,1044.65,0,0,1,16912.69,2,1,585.4051997
2.0,4.0,713.9,1,0,0,26058.28,0,1,653.2008685
1.0,6.0,734.43,0,0,0,22545.5,2,1,606.015138
2.0,6.0,742.69,0,1,0,15670.76,0,0,222.7345416
1.0,6.0,924.04,1,1,0,22527.33,0,1,606.1839763
0.0,3.0,776.62,0,1,0,32341.3,0,1,528.2784474
2.0,4.0,990.59,0,1,1,13084.35,0,1,622.3819174
2.0,7.0,870.61,0,1,0,31430.75,1,1,756.6516959
1.0,5.0,747.02,0,1,0,28595.98,0,1,471.1284367
3.0,5.0,699.01,0,0,1,44997.0,3,0,458.8428794
2.0,8.0,932.84,1,1,0,30009.93,1,1,818.1268647
4.0,4.0,573.69,0,1,0,32902.39,1,0,355.4343346
3.0,1.0,901.33,0,1,1,27090.16,2,1,707.9660271
1.0,6.0,902.07,1,1,0,11306.32,1,0,583.5433244
3.0,4.0,686.59,0,1,1,36352.99,1,1,579.6585178
1.0,4.0,860.28,0,0,0,7792.07,0,1,529.6833919
1.0,7.0,859.83,0,1,1,42003.43,1,1,763.9111317
2.0,6.0,773.65,0,1,0,30764.16,2,1,695.0368687
2.0,7.0,808.93,0,1,1,26083.57,1,1,605.607782
3.0,2.0,890.69,1,1,1,17349.88,4,1,994.6565775
1.0,1.0,765.32,0,1,1,8315.34,0,1,535.7010785
1.0,2.0,657.97,1,1,0,28148.91,1,1,711.3453733
2.0,7.0,816.77,0,1,1,16817.74,1,1,703.4094805
3.0,5.0,988.62,0,1,0,30021.55,3,1,731.2151799
1.0,4.0,733.55,0,1,1,14935.76,2,1,746.0997602
3.0,6.0,682.75,0,1,1,14898.26,1,1,601.4020142
0.0,9.0,1009.31,1,1,0,26697.92,2,0,715.5738462
2.0,7.0,764.79,1,1,1,26101.9,0,1,782.140521
2.0,6.0,643.52,0,1,0,5829.41,1,1,534.364255
2.0,5.0,554.38,0,0,1,28399.11,0,0,312.5746088
3.0,5.0,823.05,0,1,0,32656.32,0,1,611.881149
1.0,4.0,640.25,0,1,0,20463.3,0,1,552.347876
4.0,5.0,689.76,1,0,0,26291.15,0,0,349.6027282
2.0,5.0,813.69,0,1,1,23541.2,1,1,612.597427
1.0,3.0,821.69,1,1,0,16745.65,1,1,737.1308417
3.0,3.0,664.68,1,0,1,32740.89,2,1,873.6665321
2.0,3.0,1054.58,1,1,1,21255.23,0,1,696.3223547
2.0,0.0,1042.81,0,0,1,39314.16,0,0,238.9001909
3.0,5.0,929.46,0,1,1,16106.32,1,1,592.0867337
1.0,4.0,673.08,1,0,1,14214.36,2,0,658.0727505
1.0,5.0,713.62,0,1,1,36298.72,1,1,694.1850442
2.0,5.0,704.72,1,1,1,31749.91,2,1,926.2187523
1.0,4.0,794.74,0,0,0,6364.43,1,1,622.8890891
2.0,4.0,829.78,1,1,1,19835.2,2,1,1010.938058
1.0,4.0,953.19,1,1,1,39489.23,1,1,815.613587
1.0,5.0,585.55,0,0,1,20797.91,3,0,565.2021559
5.0,6.0,633.97,1,0,1,28202.39,0,0,447.529972
3.0,5.0,820.54,0,1,0,22586.51,0,1,579.811638
3.0,3.0,750.39,0,1,0,18681.58,3,0,564.8511814
2.0,2.0,672.37,1,1,1,19403.1,1,1,803.3617544
2.0,4.0,685.43,0,1,0,34816.79,0,1,453.9486956
3.0,2.0,662.29,0,1,0,36722.54,2,0,428.0121685
1.0,6.0,725.53,0,1,0,25109.88,3,0,559.7427587
1.0,0.0,878.69,0,1,1,15569.46,2,1,821.6441918
3.0,7.0,898.5,1,1,0,36884.89,2,1,976.8192519
3.0,7.0,893.27,0,1,0,16860.46,1,1,692.4273097
3.0,7.0,533.3,0,1,1,27626.36,0,1,657.3938401
1.0,8.0,518.49,1,1,0,30763.52,0,1,676.1190816
3.0,7.0,794.89,1,1,0,35189.49,2,0,670.8193916
2.0,8.0,711.53,0,0,0,37215.47,1,0,307.582511
2.0,6.0,1010.55,0,1,0,27689.47,1,0,440.5656881
4.0,4.0,845.12,0,1,0,12264.5,1,1,564.655552
1.0,7.0,714.65,1,1,0,24488.96,1,0,567.2766771
1.0,5.0,704.64,0,1,1,31282.86,0,1,626.4506534
2.0,2.0,690.69,0,1,1,14905.48,0,1,664.9073389
1.0,2.0,704.75,0,1,1,46993.0,0,0,390.598628
2.0,4.0,873.04,1,1,0,22599.47,1,0,525.5660584
1.0,4.0,862.83,0,1,1,14622.24,2,1,654.9969378
4.0,6.0,534.35,0,1,1,45379.66,0,1,633.9372718
2.0,5.0,666.23,0,1,0,25393.47,1,0,328.825046
3.0,8.0,780.66,1,0,1,28477.29,1,1,727.4280326
2.0,6.0,700.32,1,1,0,17418.74,2,1,806.5937005
2.0,6.0,388.17,0,1,1,9736.98,1,1,690.6665444
3.0,6.0,637.24,1,1,1,35536.9,0,0,397.6351074
2.0,3.0,868.51,0,1,0,30102.18,0,1,620.1505838
2.0,5.0,956.49,1,1,1,30233.2,1,0,640.7265185
3.0,8.0,613.67,0,1,0,21489.89,0,0,273.5962329
2.0,5.0,556.77,0,1,1,33455.61,0,0,433.1814116
1.0,4.0,719.97,0,1,1,22954.06,0,1,553.3296824
1.0,4.0,722.55,1,0,1,49903.47,0,0,506.9184632
2.0,6.0,755.85,1,0,0,28414.45,2,1,762.1161771
2.0,4.0,912.5,1,1,0,29492.59,0,0,547.5001535
2.0,8.0,592.68,1,1,1,20542.24,1,1,780.4230187
,5.0,697.17,0,1,1,17804.39,2,1,817.5148774
2.0,4.0,631.85,1,1,0,29206.67,0,0,445.7234847
3.0,7.0,627.3,0,1,0,32568.9,0,1,488.9383085
2.0,5.0,686.0,0,1,0,12090.35,2,1,762.7457624
4.0,2.0,755.81,1,1,0,34541.06,2,0,702.2583676
3.0,2.0,875.98,0,1,0,24849.38,2,0,534.6117635
1.0,5.0,729.06,1,1,0,22456.58,1,1,848.0907729
2.0,3.0,698.35,0,0,0,37442.86,2,0,302.4912074
2.0,5.0,621.6,1,1,0,27571.38,1,0,421.1591555
3.0,9.0,1123.53,0,1,1,33964.42,0,1,559.968969
3.0,5.0,486.17,0,1,0,18879.68,0,0,198.5154603
3.0,10.0,810.5,0,1,1,39304.91,1,1,815.3694045
2.0,6.0,750.76,1,1,0,26952.99,2,1,789.5914601
2.0,4.0,1000.26,1,1,1,18076.23,0,0,424.9164636
0.0,8.0,758.0,1,1,0,24767.0,0,0,439.7280884
2.0,3.0,700.37,0,1,1,14199.3,3,1,836.6893793
3.0,5.0,674.38,0,1,0,14925.92,0,1,491.2202209
2.0,4.0,1021.58,0,1,1,36811.24,2,0,425.0775644
3.0,4.0,773.05,0,1,0,20515.14,0,1,451.3722352
2.0,8.0,969.13,1,1,0,10539.88,1,0,439.6013586
1.0,7.0,580.33,0,1,0,30949.12,1,0,472.0017023
1.0,4.0,751.24,0,1,1,24104.97,2,1,835.1975354
1.0,9.0,835.06,0,1,1,27876.39,2,1,755.5377839
1.0,2.0,984.48,1,1,1,29999.75,2,1,840.2709695
1.0,6.0,900.96,0,1,0,12476.47,1,1,653.6549818
2.0,4.0,701.95,0,1,1,31473.06,2,1,828.2807862
1.0,6.0,719.2,0,1,0,31574.87,1,1,541.8547912
2.0,4.0,742.02,1,1,0,28730.32,1,0,603.3643827
2.0,3.0,776.74,1,1,1,28498.21,1,1,844.0376613
3.0,2.0,651.79,0,1,0,31858.78,0,1,510.4280629
2.0,6.0,824.89,1,1,1,22751.5,0,1,669.3708527
,2.0,638.39,0,1,0,26305.76,2,1,675.4832544
2.0,5.0,1076.14,0,1,1,34651.95,2,0,558.4210491
3.0,7.0,579.55,1,1,1,23892.45,0,0,457.7362956
2.0,4.0,777.33,0,1,0,20522.84,1,1,704.3168173
2.0,0.0,549.85,0,0,0,23928.25,2,1,611.2579713
1.0,6.0,764.09,1,0,1,18017.78,2,0,605.2541021
2.0,6.0,879.51,1,1,1,22013.63,0,0,422.5633362
2.0,6.0,671.88,0,0,1,14134.17,1,1,563.5413893
2.0,7.0,887.91,1,1,0,20988.27,0,1,724.8519505
3.0,4.0,699.8,0,1,1,12241.93,0,1,493.2565674
1.0,6.0,850.87,1,1,0,3776.08,0,1,652.293855
1.0,11.0,946.74,0,1,1,28819.03,2,1,730.0905088
3.0,7.0,549.72,0,1,1,41533.34,1,0,556.8264404
0.0,5.0,755.03,0,1,0,19693.19,1,0,261.9466408
2.0,6.0,828.63,1,1,1,10699.02,2,1,836.41467
1.0,5.0,323.95,0,1,0,26295.5,1,1,505.4436476
3.0,6.0,683.29,0,1,1,23182.8,1,0,507.9912064
2.0,5.0,557.23,0,0,0,19273.03,0,0,197.0671145
2.0,4.0,683.02,1,1,1,29193.07,1,0,606.133103
4.0,4.0,840.2,1,1,0,33580.57,0,1,653.2507522
1.0,8.0,970.75,0,1,0,32285.37,0,0,367.968041
3.0,2.0,929.79,1,0,1,24110.05,2,0,654.9929598
1.0,5.0,692.13,0,1,0,26348.19,2,0,490.1176933
1.0,1.0,878.83,0,1,0,34531.17,1,0,371.7114552
3.0,7.0,572.78,1,1,1,34099.98,1,0,513.9281277
2.0,4.0,840.06,0,1,1,20857.83,2,1,779.8590201
2.0,2.0,765.99,0,1,0,21128.67,2,0,470.4746362
2.0,6.0,627.91,1,1,1,21104.1,3,0,823.628494
3.0,6.0,884.14,1,1,1,25621.9,0,0,613.4892019
3.0,6.0,776.99,1,1,0,15962.89,1,0,517.2493253
2.0,8.0,567.36,1,1,1,12522.58,1,1,896.6508247
1.0,5.0,870.71,0,1,1,29910.62,3,1,812.1212149
2.0,4.0,1177.7,1,1,1,19366.43,3,1,984.2688434
1.0,5.0,950.5,0,1,1,15450.66,0,0,414.7156609
1.0,2.0,817.61,0,1,0,38734.51,1,1,622.0495954
1.0,7.0,658.86,0,1,1,35701.06,1,0,534.1766167
3.0,7.0,764.33,0,1,1,31872.19,2,0,570.4230146
3.0,2.0,1005.38,1,1,1,33346.93,1,1,754.6272794
1.0,3.0,968.28,0,1,0,32258.4,2,1,815.0588563
2.0,3.0,800.96,0,1,0,30971.97,2,0,455.3476047
2.0,3.0,564.17,1,1,1,16354.79,0,1,610.0848676
1.0,5.0,752.39,0,1,1,35560.75,1,1,589.4441598
2.0,4.0,771.59,0,1,1,25489.96,1,1,601.7710286
2.0,4.0,1069.32,0,1,0,12435.65,1,1,686.7638017
3.0,5.0,836.5,0,1,1,28629.77,2,1,862.2175725
3.0,5.0,934.82,0,1,0,24210.55,0,1,593.7690527
2.0,3.0,760.75,0,1,0,32129.77,3,0,545.6086013
1.0,7.0,665.07,0,1,0,42115.1,1,1,576.2863923
1.0,4.0,704.72,0,0,0,20191.55,1,1,500.8210966
4.0,,1058.32,1,0,0,17182.76,4,0,598.9381838
2.0,4.0,883.45,0,0,0,22813.35,2,0,372.4437758
1.0,6.0,626.75,0,1,0,31028.6,3,0,457.7769971
2.0,5.0,635.28,0,1,0,32315.58,1,1,567.3438377
1.0,5.0,574.3,0,1,0,11962.93,0,1,429.2638457
1.0,3.0,813.06,1,1,1,31780.33,2,1,908.841547
2.0,7.0,911.98,0,1,0,26336.01,2,1,794.8439016
2.0,4.0,880.15,0,1,0,22242.58,2,1,616.882502
2.0,7.0,931.86,0,1,0,24697.02,0,1,575.1968352
2.0,6.0,809.69,0,1,0,18617.69,1,0,311.4161298
2.0,3.0,786.46,0,1,0,31008.24,3,0,467.478603
,8.0,801.48,1,1,0,22003.44,2,1,960.3130864
1.0,4.0,748.04,1,1,1,16081.34,0,0,382.0630621
1.0,5.0,670.5,1,0,1,,2,0,528.6530379
2.0,6.0,548.96,0,1,0,31400.35,2,0,485.7386496
2.0,5.0,569.94,0,0,1,19983.43,1,1,562.9551679
2.0,3.0,731.05,0,1,1,21571.95,1,0,479.555862
1.0,4.0,1035.94,1,1,0,38030.46,1,1,821.6955521
1.0,1.0,799.66,0,0,0,21299.68,1,0,277.1831966
2.0,5.0,843.85,0,1,0,19607.07,0,0,306.9960988
2.0,6.0,928.7,0,1,1,31689.0,1,1,792.8161884
2.0,9.0,856.5,0,1,0,18043.09,1,1,539.6381853
1.0,5.0,767.79,0,1,0,28953.16,0,0,183.4503234
2.0,7.0,996.66,1,1,0,30070.15,0,1,618.7511794
4.0,8.0,795.46,1,0,0,26405.81,1,1,769.1072468
4.0,9.0,678.47,0,0,0,30465.27,2,1,706.8992695
2.0,8.0,861.31,1,1,0,24174.71,1,0,640.1846499
3.0,5.0,819.68,1,0,0,10547.98,0,1,586.1330574
0.0,3.0,766.53,0,1,1,25372.96,1,0,300.4399838
4.0,2.0,834.13,1,1,0,32820.26,0,0,453.0959102
3.0,0.0,618.91,1,1,0,19943.2,0,1,709.0744227
1.0,4.0,942.95,0,0,0,23348.8,1,1,650.9153023
1.0,6.0,1002.71,0,1,1,26478.15,2,0,420.8366003
2.0,8.0,834.85,0,1,1,16956.43,0,0,302.893914
2.0,7.0,868.06,1,0,0,26477.51,0,1,551.787806
1.0,5.0,684.37,1,0,1,33920.09,0,1,570.8432625
1.0,4.0,691.12,1,1,0,47090.5,0,1,698.066295
4.0,4.0,801.12,0,1,0,11182.68,2,1,606.3941555
2.0,7.0,825.89,0,1,0,35389.76,0,1,535.0685342
0.0,5.0,606.3,1,1,1,23623.36,1,0,558.7426381
2.0,7.0,1046.44,0,1,1,28452.41,1,1,630.6312016
1.0,3.0,550.83,0,1,0,27439.6,2,1,586.4738462
2.0,2.0,670.35,0,1,1,16868.7,2,1,669.0412069
2.0,3.0,800.93,1,1,1,26743.0,0,1,746.518128
2.0,6.0,881.87,1,1,0,8927.86,0,1,720.1093318
3.0,5.0,772.83,0,1,1,31214.57,0,1,658.2630834
1.0,3.0,730.49,0,0,0,29719.32,1,1,549.545373
0.0,4.0,844.57,1,1,0,26500.91,1,1,880.8234158
4.0,2.0,737.62,1,1,1,35443.13,3,1,1018.807208
2.0,6.0,643.98,0,0,1,20385.97,0,1,457.5240621
1.0,5.0,587.1,0,0,1,12899.98,1,1,531.2852754
3.0,9.0,681.31,0,0,1,36553.92,1,0,363.393724
0.0,4.0,857.96,0,1,0,13955.21,0,0,300.1616797
3.0,6.0,792.56,0,1,0,23087.74,2,1,812.8427609
1.0,3.0,938.51,1,1,0,17284.03,2,0,495.1024651
3.0,6.0,865.67,0,1,1,35757.27,0,0,393.6225296
3.0,5.0,1087.35,0,1,0,38651.2,1,1,662.5452582
3.0,8.0,669.97,0,1,0,22952.21,1,1,553.4463821
1.0,5.0,635.28,0,1,1,21549.44,1,0,481.9255305
1.0,4.0,608.51,0,1,0,34811.43,2,1,776.9682302
2.0,9.0,937.63,0,1,1,10770.83,2,1,836.0758367
2.0,5.0,904.92,1,1,0,5801.91,0,1,710.6763872
1.0,7.0,788.73,0,1,1,15850.7,0,1,676.9253264
2.0,1.0,939.97,0,0,1,27136.17,1,0,387.3232973
1.0,6.0,895.91,0,0,0,18822.41,1,0,222.2247631
2.0,4.0,690.85,1,1,1,10227.04,0,1,813.9892299
1.0,5.0,888.32,0,1,1,36802.71,1,1,603.1229602
2.0,4.0,549.95,0,1,0,34362.91,1,1,605.9595005
0.0,5.0,1046.68,1,0,1,21197.44,1,1,801.7182161
4.0,4.0,869.29,0,1,0,7682.1,1,1,534.148012
3.0,3.0,927.71,0,1,1,28285.37,0,1,581.3758404
2.0,3.0,1102.5,0,1,1,20783.2,1,0,409.1240787
1.0,5.0,1031.06,1,1,0,38350.58,3,1,1066.594425
3.0,3.0,769.77,0,1,0,15884.25,2,0,536.8192042
1.0,5.0,658.94,0,1,1,28110.64,2,1,818.8201127
3.0,4.0,660.55,0,1,1,43636.94,0,1,616.4123284
2.0,7.0,664.49,1,1,0,33094.49,1,0,590.0817935
1.0,6.0,701.3,0,1,0,37684.67,0,0,250.9313184
2.0,5.0,963.07,0,1,0,44918.46,2,0,494.0189081
3.0,5.0,993.23,0,1,0,31536.8,1,1,752.0093749
2.0,7.0,974.28,1,0,1,9282.02,0,1,630.8952742
2.0,3.0,731.11,0,1,1,20693.18,0,0,245.2243408
4.0,1.0,862.33,0,1,0,20098.58,1,0,272.8650264
1.0,2.0,708.64,1,1,0,34663.71,1,0,562.0554916
1.0,5.0,612.54,0,0,1,20217.23,2,0,442.1168544
1.0,7.0,840.81,0,0,0,30684.89,0,0,226.4556426
1.0,2.0,680.57,1,1,1,4884.15,0,1,617.8314193
2.0,8.0,790.51,1,1,0,24854.53,1,1,905.4282995
0.0,6.0,979.89,1,1,0,14522.36,3,1,914.6161758
2.0,4.0,972.95,0,1,1,34625.01,3,1,829.2913526
3.0,2.0,676.98,0,1,0,22900.94,2,1,711.565416
2.0,3.0,581.22,0,1,0,29023.85,1,1,572.7088478
3.0,5.0,1166.71,1,1,1,13738.55,1,1,926.7304853
2.0,2.0,924.17,0,1,0,16058.13,0,0,279.7438394
2.0,4.0,996.35,1,1,1,37360.13,1,0,571.2180811
3.0,6.0,1097.89,0,1,1,22277.67,2,1,709.3098138
2.0,6.0,548.8,0,1,0,27080.23,2,0,543.9354184
3.0,7.0,981.26,0,1,1,,3,1,783.5255785
0.0,4.0,904.53,1,1,1,56531.08,0,0,583.2398175
2.0,4.0,835.05,1,1,1,,0,1,794.614
3.0,6.0,786.93,0,1,1,17196.35,0,1,568.6786069
0.0,4.0,1185.36,0,1,1,28864.24,0,1,662.1393949
2.0,4.0,534.15,1,1,0,24618.26,1,1,682.4090632
2.0,6.0,700.94,1,1,0,18591.7,0,1,679.1481048
2.0,6.0,662.82,0,1,1,20919.1,2,1,656.4575669
2.0,7.0,860.15,0,1,0,39465.64,2,0,509.0291588
4.0,7.0,709.59,0,1,1,18900.25,1,0,350.8113244
0.0,9.0,843.85,0,0,1,22729.18,1,1,577.2556066
1.0,6.0,948.47,0,1,0,25758.26,2,0,474.1761551
2.0,6.0,750.79,0,1,1,22787.4,3,1,888.2096974
3.0,3.0,571.3,0,1,0,27899.3,0,0,294.6957175
3.0,5.0,942.5,1,0,1,15292.0,0,0,400.7263335
2.0,1.0,560.7,1,1,0,26586.82,1,0,456.862551
1.0,6.0,701.89,0,1,1,32896.78,0,0,366.0123683
3.0,5.0,1074.9,0,0,1,26420.49,1,0,309.3080252
1.0,7.0,892.85,0,1,1,15912.6,1,0,373.8729471
1.0,8.0,848.04,0,1,1,18347.8,1,1,696.6311855
2.0,4.0,749.44,0,1,1,21510.21,2,0,483.1073489
3.0,7.0,754.59,1,1,0,30996.0,1,0,522.8448179
1.0,4.0,821.37,0,0,1,14991.02,0,1,463.5323308
3.0,7.0,916.95,0,1,1,19975.74,2,1,782.7341353
2.0,6.0,898.26,1,1,1,15825.46,0,0,524.5383396
2.0,5.0,593.12,1,1,1,25339.76,1,1,780.9526325
3.0,2.0,752.36,0,1,1,9371.77,3,0,609.0749818
1.0,3.0,757.73,1,1,0,22432.58,2,1,915.4694544
4.0,8.0,635.78,0,1,1,24609.66,0,0,432.3340355
3.0,6.0,676.79,0,0,1,21962.35,1,1,583.2890522
3.0,7.0,827.01,0,1,1,26537.74,0,0,432.2673572
2.0,7.0,606.43,1,1,0,16225.94,2,1,850.4622698
0.0,1.0,557.07,1,1,1,7525.82,1,1,800.1079434
1.0,4.0,942.08,0,1,1,27218.13,1,1,616.0944936
1.0,6.0,833.6,0,1,0,28663.06,0,1,547.9316486
2.0,8.0,813.67,1,1,1,15648.87,2,0,621.6985441
2.0,6.0,361.13,0,0,1,28218.63,1,0,441.8739292
2.0,5.0,711.94,0,1,1,19210.78,1,0,418.5082516
1.0,7.0,696.3,0,1,0,30768.18,1,1,532.4827927
2.0,6.0,599.88,0,1,1,24223.48,0,1,494.1409317
1.0,7.0,661.46,0,1,1,31908.08,1,0,444.270298
3.0,6.0,704.81,0,1,0,20227.31,0,0,189.435056
2.0,4.0,828.85,0,1,0,,2,0,382.6288977
2.0,7.0,915.66,0,1,0,8824.44,0,1,436.7547868
0.0,4.0,906.78,0,1,0,24609.42,2,1,793.7354241
3.0,4.0,916.19,1,1,0,19258.73,2,1,971.6818099
3.0,8.0,631.54,0,1,1,12107.02,1,1,756.0872302
1.0,4.0,802.95,0,1,0,47110.28,1,0,410.3066595
2.0,1.0,597.39,1,1,0,20184.42,1,1,769.0576612
3.0,9.0,744.67,1,1,1,26095.19,1,1,788.4536996
0.0,2.0,840.99,1,1,1,26297.68,2,0,663.8351392
1.0,6.0,1066.39,1,0,1,47483.47,1,1,748.8090585
3.0,5.0,820.39,0,1,1,9501.99,2,1,787.2543942
3.0,7.0,824.91,1,0,0,20618.16,3,1,931.0142392
0.0,2.0,702.84,0,0,1,23958.43,0,1,475.0254414
2.0,2.0,653.43,1,0,1,25127.72,1,1,769.0218418
2.0,5.0,663.28,0,1,1,32704.18,1,1,650.4666246
0.0,5.0,780.22,0,1,1,14164.11,2,1,818.3629448
2.0,6.0,911.58,1,0,1,36316.9,1,0,475.0777396
2.0,5.0,244.4,1,0,1,39823.7,2,1,858.6716877
2.0,5.0,674.53,0,1,0,16451.23,0,0,163.3647714
3.0,5.0,1019.52,1,1,1,21532.89,1,1,760.5243042
1.0,1.0,515.34,0,1,1,11753.98,0,1,460.1106084
1.0,5.0,584.85,0,0,0,2108.61,0,1,440.8124498
4.0,7.0,900.39,1,1,0,22294.67,1,1,883.6118169
